text,date,evento,sentiment,score
RT One Nation senator joins new world order of climate change denial,,,NEU,0.5312
RT Still think global warming isn't real?lOnce again we are set to have the hottest year on record viÃ â Â,,,NEG,0.7909
RT Everyone who thinks climate change is a hoax does not get an air conditioner. ClimateChangeSummerTips,,,NEG,0.7028
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Maybe you should go back to Uzbekistan? I'm sure that they believe in climate change! LOL!,,,NEU,0.5339
Bill Nye Destroys climate change denying Trump adviser William Happer,,,NEG,0.5117
RT The Whitehouse is being filled with creationist climate change deniers. But on the plus side God will give your grandchilÃ â Â,,,NEG,0.66
"TEEB would be even cooler if directly applied to countries. Personally, Somalia would benefit from a climate change intervention policy.",,,POS,0.8358
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT someone who denies climate change simply cannot be the next president of the USA that would be a literal disaster for eveÃ â Â,,,NEG,0.9044
"That headline, isn't that exacly what global warming deniers usually say?",,,NEG,0.6361
oDbama believes in climate change n gave a phukk about our pollinators,,,NEG,0.8437
But these dumb republicans think just because it snowed in a city and global warming is fake,,,NEG,0.757
EPA head Scott Pruitt denies that carbon dioxide causes global warming' EPA Pruitt globalwarming carbondioxide,,,NEU,0.5894
RT Our president doesn't believe in global warming so we're all doomed regardless,,,NEG,0.8421
"The people who believe in man made climate change have to be the dumbest, most ignorant people on the planet!!!",,,NEG,0.9227
Right sizing' indeed. Their use of language no different from the way Republicans deny climate change is caused by,,,NEG,0.6745
"RT Birther, bigot, and climate change denier How is this guy an appointee?!? OPPOSE NOMINATION OF SAM CLOVIS",,,NEG,0.9108
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT World leaders duped by manipulated global warming data...,,,NEG,0.7686
RT Is it true that Ron Johnson doesn't believe people contribute to climate change? Mostly.,,,NEU,0.5823
"He's filled his transition team with fossil fuel industry stalwarts amp lobbyists, while continueing to deny climate change is real. Scary.",,,NEG,0.8678
"RT Donald Trump calls climate change a hoax, but worries it could hurt his golf course",,,NEG,0.635
"RT Are we looking at an America that officially believes climate change is a hoax? Sorry, everybody else.",,,NEG,0.7801
"RT Hiring a climate change denier is pretty appalling, . But saying nothing as your employees single out custo",,,NEG,0.9366
RT A perfect resource 4 u to use 2 talk 2 yr climate change denier relatives,,,POS,0.6195
In other news Sturgeon flies to USA with entourage on climate change global warming environment summit,,,NEU,0.7519
"RT Consensus climate change increases migration amp a threat multiplier for conflict, but many questions on nuance remai",,,NEU,0.7099
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
10 Fragen zur üchtlingskrise Hier gibt es den Aufstieg in human caused climate change denial in human caused climate change,,,NEU,0.7005
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
Anti Vax Pro life Believes climate change is a hoax Doesn't accept evolution as scientific Has a 10y.o. as commandeÃ â Â,,,NEG,0.8099
"RT For the EPA Environmental Protection Agency , Trump named climate change denier Martin Ebell",,,NEU,0.6596
RT Area law man who doesn't believe in climate change or much else science worried CPD report isn't scientifically b,,,NEG,0.6249
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT The same people left defending Darwins THEORY are liberal DEMS that also believe the fairy tale of global warming. Hmm,,,NEG,0.639
"RT So on the day that Donald Trump nominates climate change denier Scott Pruitt to run EPA, he also meets with",,,NEU,0.6763
"RT The guy with the nuclear codes thinks Obama personally wiretapped him, vaccines cause autism, climate change is a hoax amp bi",,,NEG,0.8725
Obamas fiddled global warming data Shamelessly Manipulated ClimateScam GreenScam TeaParty tcot PJNet,,,NEG,0.8315
RT 'I'm going to die of climate change' Millennial leftists literally believe this.,,,NEG,0.7738
"RT 'global warming hoax', 'drill baby drill' ... sorry, but Trump GOP will end human civilization.",,,NEG,0.927
"But Trumpkins tell us that climate change 'Is a Chinese hoax' You mean to tell me,they're idiots without a clue? I'm shocked.",,,NEG,0.8648
RT Malcolm Roberts is hosting a climate change deniers' meeting at Parliament tonight and I've found a copy of the age,,,NEU,0.8306
"Oh, but climate change isn't real.",,,NEG,0.5166
RT This map shows what Americans think about climate change. 70 believe US shouldn't withdraw from ParisAgreement,,,NEU,0.7964
RT VOTE VOTE VOTE!!!! VOTING for a candidate that believes climate change is a hoax is the MOST dangerous person toÃ â Â,,,NEG,0.8567
RT Our president doesn't believe in climate change. Nothing will even matter if we don't change the way we treat Mother EaÃ â Â,,,NEG,0.9065
RT claimed Ted Cruz's father helped kill JFK claimed climate change is a hoax created by the Chinese defended Japanese i,,,NEG,0.8556
RT it's January 22nd and we still haven't had a snow day amp y'all don't believe in climate change,,,NEG,0.7546
"RT Trump and the guy who invented the global warming hoax meet in Mar a Lago. Awkward, huh. via",,,NEU,0.5401
RT Our new president thinks global warming is a hoax created by the Chinese amp his second in command thinks you can shockÃ â Â,,,NEG,0.7762
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
EPA head Scott Pruitt denies that carbon dioxide causes global warming These people run the fucking government.,,,NEG,0.8853
"RT Now having a pet causes climate change, according to science alarmists... is pet shaming next?",,,NEG,0.6891
"why are people talking about blizzard2017 and that climate change doesn't exist??? 'oh no, the science is a hoax! It's all witchcraft 0'",,,NEG,0.8977
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT How fossil fuel money made climate change denial the word of God,,,NEG,0.621
RT if global warming isn't real why did club penguin shut down,,,NEG,0.7297
1st glance climate change is either believed or denied..all the sceptics I know believe in AGW climate change,,,NEU,0.6288
Understanding alternative reasons for denying climate change could help bridge divide An,,,NEU,0.7544
"Well, guess who's not done losing his shit on climate change deniers and getting laughed at",,,NEG,0.818
"Man made climate change denier at the center of the solar system asks 'What's the frequency, Kenneth?'",,,NEU,0.7874
RT . on U.S. obligations to cut carbon emissions and consequences of Trump's climate change denial,,,NEU,0.6699
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT A president who thinks climate change is a hoax and a VP who doesn't believe in evolution. Great day for science.,,,NEG,0.7441
RT Leo takes on climate change skeptics Ã â Å You might as well not believe in gravity.Ã â ï,,,NEG,0.5482
RT 2016 was the year that the United States elected a man who believes that global warming is a Chinese conspiracy,,,NEG,0.675
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"RT As the ParisAgreement comes into force, remember that Trump would be the ONLY world leader to deny climate changeÃ â Â",,,NEU,0.7644
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"RT Sen. Markey calls Pruitt, tapped to lead EPA, a science denying, oil soaked, climate change causing polluter ally",,,NEG,0.714
My mom just told me she'd kick me if I didn't believe in global warming and my dad is sitting on the couch bottle feed,,,NEG,0.7834
RT Donald Trump has called climate change a hoax. A Chinese official says it is anything but.,,,NEG,0.7707
RT Oh the weather outside is frightful Due to climate change denial,,,NEG,0.8554
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT Is climate change a hoax? details,,,NEU,0.5332
"These climate change deniers must be condemned and stopped. Some things are worth more than profit, like the EARTH.",,,NEG,0.8292
"RT Great work, humans and special congratulations go out to the climate change deniers",,,POS,0.9705
RT how do people in Florida vote for someone who doesn't believe in climate changeÃ Å Â â there whole shits about to be flooded inÃ â Â,,,NEG,0.9087
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
